orf_name,standard_name,desc
YJL083W,TAX4,EH domain-containing protein involved in regulating phosphatidylinositol 45-bisphosphate levels and autophagy; Irs4p and Tax4p bind and activate the PtdIns phosphatase Inp51p; Irs4p and Tax4p are involved in localizing Atg17p to the PAS
YJL084C,ALY2,Alpha arrestin that controls nutrient-mediated intracellular sorting of permease Gap1p; interacts with AP-1 subunit Apl4p; phosphorylated by Npr1p and also by cyclin-CDK complex Pcl7p-Pho85p; promotes endocytosis of plasma membrane proteins
YJL085W,EXO70,Subunit of the exocyst complex (Sec3p Sec5p Sec6p Sec8p Sec10p Sec15p Exo70p and Exo84p) which directs secretory vesicles to active sites of exocytosis; acts with Sec3p in membrane targeting of the exocyst via PI(45)P2 binding
YJL087C,TRL1,tRNA ligase required for tRNA splicing and for both splicing and translation of HAC1 mRNA in the UPR; has phosphodiesterase polynucleotide kinase and ligase activities; localized at the inner nuclear envelope and partially to polysomes
YJL088W,ARG3,Ornithine carbamoyltransferase (carbamoylphosphate:L-ornithine carbamoyltransferase) catalyzes the sixth step in the biosynthesis of the arginine precursor ornithine
YJL089W,SIP4,C6 zinc cluster transcriptional activator that binds to the carbon source-responsive element (CSRE) of gluconeogenic genes; involved in the positive regulation of gluconeogenesis; regulated by Snf1p protein kinase; localized to the nucleus
YJL090C,DPB11,Replication initiation protein that loads DNA pol epsilon onto pre-replication complexes at origins; checkpoint sensor recruited to stalled replication forks by the checkpoint clamp complex where it activates Mec1p; ortholog of human TopBP1
YJL091C,GWT1,Protein involved in the inositol acylation of glucosaminyl phosphatidylinositol (GlcN-PI) to form glucosaminyl(acyl)phosphatidylinositol (GlcN(acyl)PI) an intermediate in the biosynthesis of glycosylphosphatidylinositol (GPI) anchors
YJL092W,SRS2,DNA helicase and DNA-dependent ATPase involved in DNA repair needed for proper timing of commitment to meiotic recombination and transition from Meiosis I to II; blocks trinucleotide repeat expansion; affects genome stability
YJL093C,TOK1,Outward-rectifier potassium channel of the plasma membrane with two pore domains in tandem each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin
YJL095W,BCK1,Mitogen-activated protein (MAP) kinase kinase kinase acting in the protein kinase C signaling pathway which controls cell integrity; upon activation by Pkc1p phosphorylates downstream kinases Mkk1p and Mkk2p
YJL097W,PHS1,Essential 3-hydroxyacyl-CoA dehydratase of the ER membrane involved in elongation of very long-chain fatty acids; evolutionarily conserved similar to mammalian PTPLA and PTPLB; involved in sphingolipid biosynthesis and protein trafficking
YJL098W,SAP185,Protein that forms a complex with the Sit4p protein phosphatase and is required for its function; member of a family of similar proteins including Sap4p Sap155p and Sap190p
YJL099W,CHS6,Member of the ChAPs family of proteins (Chs5p-Arf1p-binding proteins: Bch1p Bch2p Bud7p Chs6p) that forms the exomer complex with Chs5p to mediate export of specific cargo proteins including Chs3p from the Golgi to the plasma membrane
YJL100W,LSB6,Type II phosphatidylinositol 4-kinase that binds Las17p which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization
YJL101C,GSH1,Gamma glutamylcysteine synthetase catalyzes the first step in glutathione (GSH) biosynthesis; expression induced by oxidants cadmium and mercury
YJL103C,GSM1,Putative zinc cluster protein of unknown function; proposed to be involved in the regulation of energy metabolism based on patterns of expression and sequence analysis
YJL104W,PAM16,Constituent of the import motor (PAM complex) component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); forms a 1:1 subcomplex with Pam18p and inhibits its cochaperone activity; contains a J-like domain
YJL106W,IME2,Serine/threonine protein kinase involved in activation of meiosis associates with Ime1p and mediates its stability activates Ndt80p; IME2 expression is positively regulated by Ime1p
YJL109C,UTP10,Nucleolar protein component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance
YJL110C,GZF3,GATA zinc finger protein and Dal80p homolog that negatively regulates nitrogen catabolic gene expression by competing with Gat1p for GATA site binding; function requires a repressive carbon source; dimerizes with Dal80p and binds to Tor1p
YJL111W,CCT7,Subunit of the cytosolic chaperonin Cct ring complex related to Tcp1p required for the assembly of actin and tubulins in vivo; mutant has increased aneuploidy tolerance
YJL112W,MDV1,Peripheral protein of the cytosolic face of the mitochondrial outer membrane required for mitochondrial fission; interacts with Fis1p and with the dynamin-related GTPase Dnm1p; contains WD repeats
YJL115W,ASF1,Nucleosome assembly factor involved in chromatin assembly and disassembly anti-silencing protein that causes derepression of silent loci when overexpressed; plays a role in regulating Ty1 transposition
YJL116C,NCA3,Protein that functions with Nca2p to regulate mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p ) of the Fo-F1 ATP synthase; member of the SUN family; expression induced in cells treated with the mycotoxin patulin
YJL117W,PHO86,Endoplasmic reticulum (ER) resident protein required for ER exit of the high-affinity phosphate transporter Pho84p specifically required for packaging of Pho84p into COPII vesicles
YJL121C,RPE1,D-ribulose-5-phosphate 3-epimerase catalyzes a reaction in the non-oxidative part of the pentose-phosphate pathway; mutants are sensitive to oxidative stress
YJL122W,ALB1,Shuttling pre-60S factor; involved in the biogenesis of ribosomal large subunit; interacts directly with Arx1p; responsible for Tif6p recycling defects in absence of Rei1p
YJL124C,LSM1,Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p Lsm3p Lsm4p Lsm5p Lsm6p and Lsm7p) involved in degradation of cytoplasmic mRNAs
YJL125C,GCD14,Subunit of tRNA (1-methyladenosine) methyltransferase with Gcd10p required for the modification of the adenine at position 58 in tRNAs especially tRNAi-Met; first identified as a negative regulator of GCN4 expression
YJL126W,NIT2,Nit protein one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member
YJL127C,SPT10,Putative histone acetylase with a role in transcriptional silencing sequence-specific activator of histone genes binds specifically and cooperatively to pairs of UAS elements in core histone promoters functions at or near the TATA box
YJL128C,PBS2,MAP kinase kinase of the HOG signaling pathway; activated under severe osmotic stress; mitophagy-specific regulator; plays a role in regulating Ty1 transposition
YJL129C,TRK1,Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p suggesting Trk1p acitivy is regulated by phosphorylation
YJL130C,URA2,Bifunctional carbamoylphosphate synthetase (CPSase)-aspartate transcarbamylase (ATCase) catalyzes the first two enzymatic steps in the de novo biosynthesis of pyrimidines; both activities are subject to feedback inhibition by UTP
YJL133W,MRS3,Iron transporter that mediates Fe2+ transport across the inner mitochondrial membrane; mitochondrial carrier family member similar to and functionally redundant with Mrs4p; active under low-iron conditions; may transport other cations
YJL134W,LCB3,Long-chain base-1-phosphate phosphatase with specificity for dihydrosphingosine-1-phosphate regulates ceramide and long-chain base phosphates levels involved in incorporation of exogenous long chain bases in sphingolipids
YJL136C,RPS21B,Protein component of the small (40S) ribosomal subunit; nearly identical to Rps21Ap and has similarity to rat S21 ribosomal protein
YJL137C,GLG2,Self-glucosylating initiator of glycogen synthesis also glucosylates n-dodecyl-beta-D-maltoside; similar to mammalian glycogenin
YJL139C,YUR1,Mannosyltransferase of the KTR1 family involved in protein N-glycosylation; located in the Golgi apparatus
YJL140W,RPB4,RNA polymerase II subunit B32; forms two subunit dissociable complex with Rpb7p; involved in recruitment of 3'-end processing factors to transcribing RNA polymerase II complex and in export of mRNA to cytoplasm under stress conditions; also involved in translation initiation
YJL143W,TIM17,Essential subunit of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); with Tim23p contributes to the architecture and function of the import channel; may link the import motor to the core TIM23 complex
YJL144W,ROQ1,Cytoplasmic hydrophilin with a role in dessication resistance; expression induced by osmotic stress starvation and during stationary phase; GFP-fusion protein is induced by the DNA-damaging agent MMS
YJL145W,SFH5,Non-classical phosphatidylinositol transfer protein (PITP); exhibits PI- but not PC-transfer activity; localizes to the peripheral endoplasmic reticulum cytosol and microsomes; similar to Sec14p
YJL146W,IDS2,Protein involved in modulation of Ime2p activity during meiosis appears to act indirectly to promote Ime2p-mediated late meiotic functions; found in growing cells and degraded during sporulation
YJL148W,RPA34,RNA polymerase I subunit A34.5
YJL151C,SNA3,Integral membrane protein localized to vacuolar intralumenal vesicles computational analysis of large-scale protein-protein interaction data suggests a possible role in either cell wall synthesis or protein-vacuolar targeting
YJL154C,VPS35,Endosomal subunit of membrane-associated retromer complex required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval
YJL155C,FBP26,Fructose-26-bisphosphatase required for glucose metabolism
YJL156C,SSY5,Serine protease of SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p); contains an inhibitory domain that dissociates in response to extracellular amino acids freeing a catalytic domain to activate transcription factor Stp1p
YJL157C,FAR1,Cyclin-dependent kinase inhibitor that mediates cell cycle arrest in response to pheromone; also forms a complex with Cdc24p Ste4p and Ste18p that may specify the direction of polarized growth during mating; potential Cdc28p substrate
YJL158C,CIS3,Mannose-containing glycoprotein constituent of the cell wall; member of the PIR (proteins with internal repeats) family
YJL159W,HSP150,O-mannosylated heat shock protein that is secreted and covalently attached to the cell wall via beta-13-glucan and disulfide bridges; required for cell wall stability; induced by heat shock oxidative stress and nitrogen limitation
