"initial_alias","converted_alias","name","description","namespace"
"YGR256W","YGR256W","GND2","6-phosphogluconate dehydrogenase (decarboxylating); catalyzes an NADPH regenerating reaction in the pentose phosphate pathway; required for growth on D-glucono-delta-lactone; GND2 has a paralog, GND1, that arose from the whole genome duplication [Source:SGD;Acc:S000003488]","ENSG,ENSP"
"YGR257C","YGR257C","MTM1","Mitochondrial protein of the mitochondrial carrier family; high affinity pyridoxal 5'-phosphate (PLP) transporter, important for delivery of PLP cofactor to mitochondrial enzymes; involved in mitochondrial iron homeostasis and in activating mitochondrial Sod2p by facilitating insertion of an essential manganese cofactor [Source:SGD;Acc:S000003489]","ENSG,ENSP"
"YGR258C","YGR258C","RAD2","Single-stranded DNA endonuclease; cleaves single-stranded DNA during nucleotide excision repair to excise damaged DNA; subunit of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPG protein [Source:SGD;Acc:S000003490]","ENSG,ENSP"
"YGR259C","YGR259C","YGR259C","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF TNA1/YGR260W [Source:SGD;Acc:S000003491]","ENSG,ENSP"
"YGR260W","YGR260W","TNA1","High affinity nicotinic acid plasma membrane permease; responsible for uptake of low levels of nicotinic acid; expression of the gene increases in the absence of extracellular nicotinic acid or para-aminobenzoate (PABA) [Source:SGD;Acc:S000003492]","ENSG,ENSP"
"YGR261C","YGR261C","APL6","Beta3-like subunit of the yeast AP-3 complex; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway; exists in both cytosolic and peripherally associated membrane-bound pools [Source:SGD;Acc:S000003493]","ENSG,ENSP"
"YGR262C","YGR262C","BUD32","Protein kinase; component of the EKC/KEOPS complex with Kae1p, Cgi121p, Pcc1p, and Gon7p; Pyrococcus Bud32 ortholog functions as a P-loop ATPase rather than a protein kinase in the context of the complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; mutation is functionally complemented by human TP53RK [Source:SGD;Acc:S000003494]","ENSG,ENSP"
"YGR265W","YGR265W","YGR265W","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MES1/YGR264C, which encodes methionyl-tRNA synthetase [Source:SGD;Acc:S000003497]","ENSG,ENSP"
"YGR266W","YGR266W","YGR266W","Protein of unknown function; predicted to contain a single transmembrane domain; mutant has increased aneuploidy tolerance; localized to both the mitochondrial outer membrane and the plasma membrane; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000003498]","ENSG,ENSP"
"YGR269W","YGR269W","YGR269W","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF HUA1/YGR268C [Source:SGD;Acc:S000003501]","ENSG,ENSP"
"YGR270W","YGR270W","YTA7","Protein that localizes to chromatin; has a role in regulation of histone gene expression; has a bromodomain-like region that interacts with the N-terminal tail of histone H3, and an ATPase domain; relocalizes to the cytosol in response to hypoxia; potentially phosphorylated by Cdc28p [Source:SGD;Acc:S000003502]","ENSG,ENSP"
"YGR271W","YGR271W","SLH1","Putative RNA helicase related to Ski2p; involved in translation inhibition of non-poly(A) mRNAs; required for repressing propagation of dsRNA viruses [Source:SGD;Acc:S000003503]","ENSG,ENSP"
"YGR272C","None","None","None",""
"YGR276C","YGR276C","RNH70","3'-5' exoribonuclease; required for maturation of 3' ends of 5S rRNA and tRNA-Arg3 from dicistronic transcripts [Source:SGD;Acc:S000003508]","ENSG,ENSP"
"YGR279C","YGR279C","SCW4","Cell wall protein with similarity to glucanases; scw4 scw10 double mutants exhibit defects in mating; SCW4 has a paralog, SCW10, that arose from the whole genome duplication [Source:SGD;Acc:S000003511]","ENSG,ENSP"
"YGR281W","YGR281W","YOR1","Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter mediates export of many different organic anions including oligomycin; homolog of human cystic fibrosis transmembrane receptor (CFTR) [Source:SGD;Acc:S000003513]","ENSG,ENSP"
"YGR282C","YGR282C","BGL2","Endo-beta-1,3-glucanase; major protein of the cell wall, involved in cell wall maintenance; involved in incorporation of newly synthesized mannoprotein molecules into the cell wall [Source:SGD;Acc:S000003514]","ENSG,ENSP"
"YGR283C","YGR283C","YGR283C","Putative methyltransferase; may interact with ribosomes, based on co-purification experiments; predicted to be involved in ribosome biogenesis; null mutant is resistant to fluconazole; GFP-fusion protein localizes to the nucleolus; YGR283C has a paralog, YMR310C, that arose from the whole genome duplication [Source:SGD;Acc:S000003515]","ENSG,ENSP"
"YGR284C","YGR284C","ERV29","Protein localized to COPII-coated vesicles; involved in vesicle formation and incorporation of specific secretory cargo; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000003516]","ENSG,ENSP"
"YGR285C","YGR285C","ZUO1","Ribosome-associated chaperone; zuotin functions in ribosome biogenesis and as a chaperone for nascent polypeptide chains in partnership with Ssz1p and SSb1/2; contains a DnaJ domain and functions as a J-protein partner for Ssb1p and Ssb2p; human gene DNAJC2 can partially complement yeast zuo1 null mutant [Source:SGD;Acc:S000003517]","ENSG,ENSP"
"YGR286C","YGR286C","BIO2","Biotin synthase; catalyzes the conversion of dethiobiotin to biotin, which is the last step of the biotin biosynthesis pathway; complements E. coli bioB mutant [Source:SGD;Acc:S000003518]","ENSG,ENSP"
"YGR288W","YGR288W","MAL13","MAL-activator protein; part of complex locus MAL1; nonfunctional in genomic reference strain S288C [Source:SGD;Acc:S000003520]","ENSG,ENSP"
"YGR289C","YGR289C","MAL11","High-affinity maltose transporter (alpha-glucoside transporter); inducible; encoded in the MAL1 complex locus; broad substrate specificity that includes maltotriose; required for isomaltose utilization [Source:SGD;Acc:S000003521]","ENSG,ENSP"
"YGR290W","YGR290W","YGR290W","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; putative HLH protein; partially overlaps the verified ORF MAL11/YGR289C (a high-affinity maltose transporter) [Source:SGD;Acc:S000003522]","ENSG,ENSP"
"YGR292W","YGR292W","MAL12","Maltase (alpha-D-glucosidase); inducible protein involved in maltose catabolism; encoded in the MAL1 complex locus; hydrolyzes the disaccharides maltose, turanose, maltotriose, and sucrose [Source:SGD;Acc:S000003524]","ENSG,ENSP"
"YGR293C","YGR293C","YGR293C","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YGR294W [Source:SGD;Acc:S000003525]","ENSG,ENSP"
"YGR294W","YGR294W","PAU12","Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP fusion protein localizes to both the endoplasmic reticulum and vacuole [Source:SGD;Acc:S000003526]","ENSG,ENSP"
"YHL001W","YHL001W","RPL14B","Ribosomal 60S subunit protein L14B; homologous to mammalian ribosomal protein L14, no bacterial homolog; RPL14B has a paralog, RPL14A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000000993]","ENSG,ENSP"
"YHL003C","YHL003C","LAG1","Ceramide synthase component; involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, functionally equivalent to Lac1p; forms ER foci upon DNA replication stress; homolog of human CERS2, a tumor metastasis suppressor gene whose silencing enhances invasion/metastasis of prostate cancer cells; LAG1 has a paralog, LAC1, that arose from the whole genome duplication [Source:SGD;Acc:S000000995]","ENSG,ENSP"
"YHL006C","YHL006C","SHU1","Component of Shu complex (aka PCSS complex); Shu complex also includes Psy3, Csm2, Shu2, and promotes error-free DNA repair, mediates inhibition of Srs2p function; essential for promoting the establishment of homolog bias during meiotic homologous recombination; promotes both crossover (CO) and non-crossover (NCO) pathways of meiotic recombination and formation of Rad51p filaments [Source:SGD;Acc:S000000998]","ENSG,ENSP"
"YHL007C","YHL007C","STE20","Cdc42p-activated signal transducing kinase; involved in pheromone response, pseudohyphal/invasive growth, vacuole inheritance, down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family [Source:SGD;Acc:S000000999]","ENSG,ENSP"
"YHL009C","YHL009C","YAP3","Basic leucine zipper (bZIP) transcription factor [Source:SGD;Acc:S000001001]","ENSG,ENSP"
"YHL010C","YHL010C","ETP1","Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2, which is a cytoplasmic protein that binds nuclear localization sequences [Source:SGD;Acc:S000001002]","ENSG,ENSP"
"YHL011C","YHL011C","PRS3","5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes [Source:SGD;Acc:S000001003]","ENSG,ENSP"
"YHL014C","YHL014C","YLF2","Protein of unknown function; has weak similarity to E. coli GTP-binding protein gtp1; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Source:SGD;Acc:S000001006]","ENSG,ENSP"
"YHL016C","YHL016C","DUR3","Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway [Source:SGD;Acc:S000001008]","ENSG,ENSP"
"YHL017W","YHL017W","YHL017W","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog, PTM1, that arose from the whole genome duplication [Source:SGD;Acc:S000001009]","ENSG,ENSP"
"YHL020C","YHL020C","OPI1","Transcriptional regulator of a variety of genes; phosphorylation by protein kinase A stimulates Opi1p function in negative regulation of phospholipid biosynthetic genes; involved in telomere maintenance; null exhibits disrupted mitochondrial metabolism and low cardiolipin content, strongly correlated with overproduction of inositol; binds to phosphatidic acid [Source:SGD;Acc:S000001012]","ENSG,ENSP"
"YHL021C","YHL021C","AIM17","Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss [Source:SGD;Acc:S000001013]","ENSG,ENSP"
"YHL022C","YHL022C","SPO11","Meiosis-specific protein that initiates meiotic recombination; initiates meiotic recombination by catalyzing the formation of double-strand breaks in DNA via a transesterification reaction; required for homologous chromosome pairing and synaptonemal complex formation [Source:SGD;Acc:S000001014]","ENSG,ENSP"
"YHL023C","YHL023C","NPR3","Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC, a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role, supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p, and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog [Source:SGD;Acc:S000001015]","ENSG,ENSP"
"YHL024W","YHL024W","RIM4","Putative RNA-binding protein; required for the expression of early and middle sporulation genes [Source:SGD;Acc:S000001016]","ENSG,ENSP"
"YHL026C","YHL026C","YHL026C","Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; SWAT-GFP fusion protein localizes to the cell periphery, while mCherry fusion localizes to both the cell periphery and vacuole; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History) [Source:SGD;Acc:S000001018]","ENSG,ENSP"
"YHL027W","YHL027W","RIM101","Cys2His2 zinc-finger transcriptional repressor; involved in alkaline responsive gene repression as part of adaptation to alkaline conditions; involved in cell wall assembly; required for alkaline pH-stimulated haploid invasive growth and sporulation; activated by alkaline-dependent proteolytic processing which results in removal of the C-terminal tail; similar to A. nidulans PacC [Source:SGD;Acc:S000001019]","ENSG,ENSP"
"YHL029C","YHL029C","OCA5","Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts [Source:SGD;Acc:S000001021]","ENSG,ENSP"
